,drug1,drug2,cell,synergy,fold,SynClass
742,5-FU,ZOLINZA,A2780,-3.848401273,2,0
744,5-FU,ZOLINZA,A427,-31.94692955,2,0
745,5-FU,ZOLINZA,CAOV3,-3.518537503,2,0
749,5-FU,ZOLINZA,ES2,-1.689816761,2,0
750,5-FU,ZOLINZA,HCT116,-8.735905545,2,0
751,5-FU,ZOLINZA,HT144,-4.394725666,2,0
752,5-FU,ZOLINZA,HT29,-1.42768389,2,0
753,5-FU,ZOLINZA,KPL1,-4.343384834,2,0
755,5-FU,ZOLINZA,LOVO,-8.398048463,2,0
759,5-FU,ZOLINZA,NCIH2122,10.65626958,2,1
760,5-FU,ZOLINZA,NCIH23,-15.10567636,2,0
762,5-FU,ZOLINZA,NCIH520,-7.702952771,2,0
763,5-FU,ZOLINZA,OCUBM,-7.803497534,2,0
764,5-FU,ZOLINZA,OV90,-0.210268239,2,0
766,5-FU,ZOLINZA,PA1,-2.24688051,2,0
767,5-FU,ZOLINZA,RKO,11.04834069,2,1
768,5-FU,ZOLINZA,RPMI7951,-0.240638175,2,0
769,5-FU,ZOLINZA,SKMEL30,-4.880397628,2,0
770,5-FU,ZOLINZA,SKMES1,14.06216364,2,1
772,5-FU,ZOLINZA,SW620,-17.22800516,2,0
773,5-FU,ZOLINZA,SW837,-3.532158377,2,0
776,5-FU,ZOLINZA,UWB1289,-0.548894112,2,0
778,5-FU,ZOLINZA,VCAP,22.99565591,2,1
779,5-FU,ZOLINZA,ZR751,-20.67751276,2,0
780,ABT-888,BEZ-235,A2058,24.07097148,3,1
781,ABT-888,BEZ-235,A2780,29.43971431,3,1
782,ABT-888,BEZ-235,A375,26.77702751,3,1
783,ABT-888,BEZ-235,A427,14.16782834,3,1
784,ABT-888,BEZ-235,CAOV3,48.3199691,3,1
785,ABT-888,BEZ-235,COLO320DM,23.55289621,3,1
786,ABT-888,BEZ-235,DLD1,15.79246378,3,1
787,ABT-888,BEZ-235,EFM192B,24.83456937,3,1
788,ABT-888,BEZ-235,ES2,12.51769006,3,1
789,ABT-888,BEZ-235,HCT116,18.26293072,3,1
790,ABT-888,BEZ-235,HT144,19.90806632,3,1
791,ABT-888,BEZ-235,HT29,24.14577087,3,1
792,ABT-888,BEZ-235,KPL1,29.12456296,3,1
793,ABT-888,BEZ-235,LNCAP,78.70408281,3,1
794,ABT-888,BEZ-235,LOVO,19.44534742,3,1
795,ABT-888,BEZ-235,MDAMB436,24.11737313,3,1
796,ABT-888,BEZ-235,MSTO,42.00615065,3,1
797,ABT-888,BEZ-235,NCIH1650,14.77514196,3,1
798,ABT-888,BEZ-235,NCIH2122,19.41109514,3,1
800,ABT-888,BEZ-235,NCIH460,18.10070106,3,1
801,ABT-888,BEZ-235,NCIH520,24.98075461,3,1
802,ABT-888,BEZ-235,OCUBM,28.49051729,3,1
803,ABT-888,BEZ-235,OV90,16.97895851,3,1
804,ABT-888,BEZ-235,OVCAR3,21.71305205,3,1
805,ABT-888,BEZ-235,PA1,26.41696531,3,1
806,ABT-888,BEZ-235,RKO,14.53775254,3,1
807,ABT-888,BEZ-235,RPMI7951,27.95688569,3,1
808,ABT-888,BEZ-235,SKMEL30,29.52276092,3,1
809,ABT-888,BEZ-235,SKMES1,19.59133468,3,1
811,ABT-888,BEZ-235,SW620,17.59296505,3,1
812,ABT-888,BEZ-235,SW837,23.28959911,3,1
813,ABT-888,BEZ-235,T47D,117.0012793,3,1
814,ABT-888,BEZ-235,UACC62,19.83430639,3,1
815,ABT-888,BEZ-235,UWB1289,32.06766556,3,1
816,ABT-888,BEZ-235,UWB1289BRCA1,29.63789318,3,1
817,ABT-888,BEZ-235,VCAP,18.57424812,3,1
818,ABT-888,BEZ-235,ZR751,27.42592944,3,1
819,ABT-888,DINACICLIB,A2058,11.14872164,4,1
826,ABT-888,DINACICLIB,EFM192B,10.96764939,4,1
829,ABT-888,DINACICLIB,HT144,-1.294163858,4,0
831,ABT-888,DINACICLIB,KPL1,16.02930762,4,1
832,ABT-888,DINACICLIB,LNCAP,44.93017733,4,1
837,ABT-888,DINACICLIB,NCIH2122,11.67453973,4,1
838,ABT-888,DINACICLIB,NCIH23,11.97076765,4,1
841,ABT-888,DINACICLIB,OCUBM,11.26347149,4,1
842,ABT-888,DINACICLIB,OV90,-7.962884871,4,0
843,ABT-888,DINACICLIB,OVCAR3,17.27720561,4,1
846,ABT-888,DINACICLIB,RPMI7951,18.16916119,4,1
848,ABT-888,DINACICLIB,SKMES1,14.3989265,4,1
851,ABT-888,DINACICLIB,SW837,-5.38924194,4,0
852,ABT-888,DINACICLIB,T47D,-24.15595065,4,0
856,ABT-888,DINACICLIB,VCAP,10.32033223,4,1
857,ABT-888,DINACICLIB,ZR751,-9.285286251,4,0
858,ABT-888,GELDANAMYCIN,A2058,22.66972082,3,1
859,ABT-888,GELDANAMYCIN,A2780,11.09323155,3,1
860,ABT-888,GELDANAMYCIN,A375,11.68003927,3,1
862,ABT-888,GELDANAMYCIN,CAOV3,16.7029633,3,1
865,ABT-888,GELDANAMYCIN,EFM192B,11.40482825,3,1
867,ABT-888,GELDANAMYCIN,HCT116,22.97216302,3,1
869,ABT-888,GELDANAMYCIN,HT29,-4.782981467,3,0
870,ABT-888,GELDANAMYCIN,KPL1,15.32356048,3,1
871,ABT-888,GELDANAMYCIN,LNCAP,26.08846407,3,1
872,ABT-888,GELDANAMYCIN,LOVO,13.06813937,3,1
873,ABT-888,GELDANAMYCIN,MDAMB436,17.35034091,3,1
874,ABT-888,GELDANAMYCIN,MSTO,16.3961455,3,1
875,ABT-888,GELDANAMYCIN,NCIH1650,-5.261806453,3,0
877,ABT-888,GELDANAMYCIN,NCIH23,-6.233105646,3,0
878,ABT-888,GELDANAMYCIN,NCIH460,-2.126961774,3,0
879,ABT-888,GELDANAMYCIN,NCIH520,-1.957498827,3,0
880,ABT-888,GELDANAMYCIN,OCUBM,31.71762887,3,1
881,ABT-888,GELDANAMYCIN,OV90,-8.587738631,3,0
882,ABT-888,GELDANAMYCIN,OVCAR3,20.48955403,3,1
883,ABT-888,GELDANAMYCIN,PA1,10.54512135,3,1
884,ABT-888,GELDANAMYCIN,RKO,33.83147768,3,1
886,ABT-888,GELDANAMYCIN,SKMEL30,30.34189343,3,1
888,ABT-888,GELDANAMYCIN,SKOV3,-10.74656256,3,0
889,ABT-888,GELDANAMYCIN,SW620,-15.0026455,3,0
891,ABT-888,GELDANAMYCIN,T47D,-27.25381749,3,0
893,ABT-888,GELDANAMYCIN,UWB1289,-14.3043912,3,0
894,ABT-888,GELDANAMYCIN,UWB1289BRCA1,-31.47062211,3,0
895,ABT-888,GELDANAMYCIN,VCAP,10.28090348,3,1
896,ABT-888,GELDANAMYCIN,ZR751,-17.08015794,3,0
897,ABT-888,MK-8669,A2058,24.76000602,1,1
901,ABT-888,MK-8669,CAOV3,21.27725009,1,1
902,ABT-888,MK-8669,COLO320DM,-5.488461238,1,0
904,ABT-888,MK-8669,EFM192B,30.33180491,1,1
905,ABT-888,MK-8669,ES2,-1.280599389,1,0
906,ABT-888,MK-8669,HCT116,-5.454117138,1,0
907,ABT-888,MK-8669,HT144,-6.734091569,1,0
909,ABT-888,MK-8669,KPL1,41.59951047,1,1
910,ABT-888,MK-8669,LNCAP,-1.773372245,1,0
913,ABT-888,MK-8669,MSTO,75.5280528,1,1
914,ABT-888,MK-8669,NCIH1650,-9.167662501,1,0
916,ABT-888,MK-8669,NCIH23,10.10258046,1,1
917,ABT-888,MK-8669,NCIH460,-7.257895244,1,0
918,ABT-888,MK-8669,NCIH520,13.26490494,1,1
919,ABT-888,MK-8669,OCUBM,10.12290951,1,1
920,ABT-888,MK-8669,OV90,-0.760299907,1,0
921,ABT-888,MK-8669,OVCAR3,14.23997678,1,1
924,ABT-888,MK-8669,RPMI7951,12.77363389,1,1
925,ABT-888,MK-8669,SKMEL30,-0.265864753,1,0
929,ABT-888,MK-8669,SW837,-16.01122021,1,0
930,ABT-888,MK-8669,T47D,16.0705422,1,1
932,ABT-888,MK-8669,UWB1289,23.35240873,1,1
933,ABT-888,MK-8669,UWB1289BRCA1,15.17470461,1,1
934,ABT-888,MK-8669,VCAP,-2.565641344,1,0
935,ABT-888,MK-8669,ZR751,-1.645029592,1,0
936,ABT-888,MK-8776,A2058,15.4587204,4,1
939,ABT-888,MK-8776,A427,-4.883183236,4,0
943,ABT-888,MK-8776,EFM192B,-2.959691844,4,0
944,ABT-888,MK-8776,ES2,-17.17202362,4,0
946,ABT-888,MK-8776,HT144,-51.21988037,4,0
947,ABT-888,MK-8776,HT29,-1.957588732,4,0
949,ABT-888,MK-8776,LNCAP,-40.5994196,4,0
952,ABT-888,MK-8776,MSTO,10.66250321,4,1
953,ABT-888,MK-8776,NCIH1650,-3.263942497,4,0
954,ABT-888,MK-8776,NCIH2122,-7.600734919,4,0
955,ABT-888,MK-8776,NCIH23,-7.794220194,4,0
956,ABT-888,MK-8776,NCIH460,-0.296353842,4,0
957,ABT-888,MK-8776,NCIH520,-2.55467753,4,0
958,ABT-888,MK-8776,OCUBM,12.81805038,4,1
962,ABT-888,MK-8776,RKO,-0.017228748,4,0
963,ABT-888,MK-8776,RPMI7951,-0.944761769,4,0
964,ABT-888,MK-8776,SKMEL30,-2.321165113,4,0
965,ABT-888,MK-8776,SKMES1,-1.408604054,4,0
968,ABT-888,MK-8776,SW837,-85.53233701,4,0
971,ABT-888,MK-8776,UWB1289,-30.36395736,4,0
972,ABT-888,MK-8776,UWB1289BRCA1,-31.4103635,4,0
973,ABT-888,MK-8776,VCAP,-9.269693283,4,0
974,ABT-888,MK-8776,ZR751,-32.47762672,4,0
976,ABT-888,OXALIPLATIN,A2780,-3.386439791,4,0
977,ABT-888,OXALIPLATIN,A375,-9.998775377,4,0
978,ABT-888,OXALIPLATIN,A427,-18.91591586,4,0
981,ABT-888,OXALIPLATIN,DLD1,-6.618850861,4,0
983,ABT-888,OXALIPLATIN,ES2,-16.82213133,4,0
985,ABT-888,OXALIPLATIN,HT144,-25.65655126,4,0
986,ABT-888,OXALIPLATIN,HT29,-6.317305767,4,0
988,ABT-888,OXALIPLATIN,LNCAP,-27.21438006,4,0
989,ABT-888,OXALIPLATIN,LOVO,-22.77447668,4,0
990,ABT-888,OXALIPLATIN,MDAMB436,-6.533292446,4,0
991,ABT-888,OXALIPLATIN,MSTO,10.52280981,4,1
992,ABT-888,OXALIPLATIN,NCIH1650,-17.38778235,4,0
994,ABT-888,OXALIPLATIN,NCIH23,-22.07509333,4,0
995,ABT-888,OXALIPLATIN,NCIH460,-20.36656057,4,0
996,ABT-888,OXALIPLATIN,NCIH520,-8.7509534,4,0
997,ABT-888,OXALIPLATIN,OCUBM,18.95871606,4,1
998,ABT-888,OXALIPLATIN,OV90,-27.74913591,4,0
999,ABT-888,OXALIPLATIN,OVCAR3,-3.208436172,4,0
1000,ABT-888,OXALIPLATIN,PA1,-24.69461216,4,0
1002,ABT-888,OXALIPLATIN,RPMI7951,-26.72258512,4,0
1004,ABT-888,OXALIPLATIN,SKMES1,-13.38060668,4,0
1005,ABT-888,OXALIPLATIN,SKOV3,-4.579134701,4,0
1007,ABT-888,OXALIPLATIN,SW837,-9.0448007,4,0
1008,ABT-888,OXALIPLATIN,T47D,-34.67794411,4,0
1009,ABT-888,OXALIPLATIN,UACC62,-19.8337096,4,0
1010,ABT-888,OXALIPLATIN,UWB1289,-14.05042379,4,0
1011,ABT-888,OXALIPLATIN,UWB1289BRCA1,-10.62392281,4,0
1012,ABT-888,OXALIPLATIN,VCAP,-5.137258651,4,0
1013,ABT-888,OXALIPLATIN,ZR751,-16.11918667,4,0
1014,ABT-888,SN-38,A2058,37.19755244,0,1
1015,ABT-888,SN-38,A2780,27.44316256,0,1
1016,ABT-888,SN-38,A375,29.45915958,0,1
1018,ABT-888,SN-38,CAOV3,41.82261363,0,1
1021,ABT-888,SN-38,EFM192B,30.14977964,0,1
1023,ABT-888,SN-38,HCT116,23.42591491,0,1
1027,ABT-888,SN-38,LNCAP,28.68890188,0,1
1028,ABT-888,SN-38,LOVO,-6.582623677,0,0
1029,ABT-888,SN-38,MDAMB436,18.2214475,0,1
1030,ABT-888,SN-38,MSTO,21.46794278,0,1
1032,ABT-888,SN-38,NCIH2122,21.39044581,0,1
1033,ABT-888,SN-38,NCIH23,16.48392844,0,1
1034,ABT-888,SN-38,NCIH460,22.60303623,0,1
1035,ABT-888,SN-38,NCIH520,12.92903881,0,1
1036,ABT-888,SN-38,OCUBM,33.42900164,0,1
1037,ABT-888,SN-38,OV90,19.59451994,0,1
1038,ABT-888,SN-38,OVCAR3,33.01382776,0,1
1039,ABT-888,SN-38,PA1,31.16670432,0,1
1040,ABT-888,SN-38,RKO,30.53249026,0,1
1041,ABT-888,SN-38,RPMI7951,23.87063157,0,1
1042,ABT-888,SN-38,SKMEL30,29.65052395,0,1
1043,ABT-888,SN-38,SKMES1,20.08675206,0,1
1045,ABT-888,SN-38,SW620,17.8852224,0,1
1047,ABT-888,SN-38,T47D,39.83231175,0,1
1048,ABT-888,SN-38,UACC62,24.96544956,0,1
1049,ABT-888,SN-38,UWB1289,-1.599561429,0,0
1051,ABT-888,SN-38,VCAP,-8.532292059,0,0
1052,ABT-888,SN-38,ZR751,-12.24364896,0,0
1053,ABT-888,SORAFENIB,A2058,36.19616521,1,1
1055,ABT-888,SORAFENIB,A375,16.66954556,1,1
1056,ABT-888,SORAFENIB,A427,11.931705,1,1
1057,ABT-888,SORAFENIB,CAOV3,-2.172723037,1,0
1059,ABT-888,SORAFENIB,DLD1,12.05900768,1,1
1062,ABT-888,SORAFENIB,HCT116,11.83303853,1,1
1063,ABT-888,SORAFENIB,HT144,10.74108755,1,1
1068,ABT-888,SORAFENIB,MDAMB436,-0.60226086,1,0
1069,ABT-888,SORAFENIB,MSTO,-6.859831707,1,0
1071,ABT-888,SORAFENIB,NCIH2122,16.50221722,1,1
1072,ABT-888,SORAFENIB,NCIH23,13.68925526,1,1
1073,ABT-888,SORAFENIB,NCIH460,11.61299788,1,1
1074,ABT-888,SORAFENIB,NCIH520,13.6574206,1,1
1075,ABT-888,SORAFENIB,OCUBM,18.4584083,1,1
1077,ABT-888,SORAFENIB,OVCAR3,-4.856993725,1,0
1078,ABT-888,SORAFENIB,PA1,15.12168297,1,1
1079,ABT-888,SORAFENIB,RKO,24.38215762,1,1
1080,ABT-888,SORAFENIB,RPMI7951,10.40454585,1,1
1082,ABT-888,SORAFENIB,SKMES1,17.41794704,1,1
1083,ABT-888,SORAFENIB,SKOV3,14.06439559,1,1
1084,ABT-888,SORAFENIB,SW620,15.89637086,1,1
1086,ABT-888,SORAFENIB,T47D,13.26383871,1,1
1087,ABT-888,SORAFENIB,UACC62,17.27990593,1,1
1089,ABT-888,SORAFENIB,UWB1289BRCA1,-1.140165318,1,0
1091,ABT-888,SORAFENIB,ZR751,-4.469226553,1,0
1092,ABT-888,TOPOTECAN,A2058,-1.187531198,1,0
1093,ABT-888,TOPOTECAN,A2780,11.86213265,1,1
1094,ABT-888,TOPOTECAN,A375,-30.05242132,1,0
1095,ABT-888,TOPOTECAN,A427,-3.321785774,1,0
1097,ABT-888,TOPOTECAN,COLO320DM,-9.609036298,1,0
1098,ABT-888,TOPOTECAN,DLD1,-10.96641065,1,0
1099,ABT-888,TOPOTECAN,EFM192B,-16.2045174,1,0
1100,ABT-888,TOPOTECAN,ES2,-15.16316218,1,0
1101,ABT-888,TOPOTECAN,HCT116,-5.778504579,1,0
1102,ABT-888,TOPOTECAN,HT144,-12.71817083,1,0
1103,ABT-888,TOPOTECAN,HT29,-13.74201482,1,0
1105,ABT-888,TOPOTECAN,LNCAP,-5.314052222,1,0
1106,ABT-888,TOPOTECAN,LOVO,-20.57774761,1,0
1108,ABT-888,TOPOTECAN,MSTO,-3.889944556,1,0
1109,ABT-888,TOPOTECAN,NCIH1650,-16.28525243,1,0
1110,ABT-888,TOPOTECAN,NCIH2122,-5.01979887,1,0
1111,ABT-888,TOPOTECAN,NCIH23,-13.17469848,1,0
1112,ABT-888,TOPOTECAN,NCIH460,-35.55824357,1,0
1113,ABT-888,TOPOTECAN,NCIH520,-3.088285265,1,0
1114,ABT-888,TOPOTECAN,OCUBM,-9.486108967,1,0
1115,ABT-888,TOPOTECAN,OV90,-8.185136381,1,0
1116,ABT-888,TOPOTECAN,OVCAR3,-21.5827409,1,0
1117,ABT-888,TOPOTECAN,PA1,-7.166889503,1,0
1118,ABT-888,TOPOTECAN,RKO,-12.44712596,1,0
1119,ABT-888,TOPOTECAN,RPMI7951,-2.173326235,1,0
1120,ABT-888,TOPOTECAN,SKMEL30,-7.161263697,1,0
1121,ABT-888,TOPOTECAN,SKMES1,-17.67508406,1,0
1122,ABT-888,TOPOTECAN,SKOV3,-9.215505679,1,0
1124,ABT-888,TOPOTECAN,SW837,-13.77537319,1,0
1125,ABT-888,TOPOTECAN,T47D,10.2752314,1,1
1126,ABT-888,TOPOTECAN,UACC62,-5.778245151,1,0
1127,ABT-888,TOPOTECAN,UWB1289,-18.45347178,1,0
1128,ABT-888,TOPOTECAN,UWB1289BRCA1,-15.70654273,1,0
1129,ABT-888,TOPOTECAN,VCAP,-16.73042364,1,0
1130,ABT-888,TOPOTECAN,ZR751,-3.791271445,1,0
1131,AZD1775,ABT-888,A2058,10.2488078,2,1
1134,AZD1775,ABT-888,A427,-5.445983699,2,0
1137,AZD1775,ABT-888,DLD1,-0.855570065,2,0
1138,AZD1775,ABT-888,EFM192B,-9.002299148,2,0
1139,AZD1775,ABT-888,ES2,-4.590645148,2,0
1140,AZD1775,ABT-888,HCT116,-3.433794426,2,0
1144,AZD1775,ABT-888,LNCAP,-11.56591243,2,0
1145,AZD1775,ABT-888,LOVO,-3.458477151,2,0
1148,AZD1775,ABT-888,NCIH1650,-0.312991935,2,0
1149,AZD1775,ABT-888,NCIH2122,-4.003597153,2,0
1150,AZD1775,ABT-888,NCIH23,-5.239526716,2,0
1151,AZD1775,ABT-888,NCIH460,-6.604038563,2,0
1154,AZD1775,ABT-888,OV90,-1.193231813,2,0
1156,AZD1775,ABT-888,PA1,12.79625749,2,1
1157,AZD1775,ABT-888,RKO,-2.089315318,2,0
1158,AZD1775,ABT-888,RPMI7951,-0.368614747,2,0
1161,AZD1775,ABT-888,SKOV3,12.58395083,2,1
1162,AZD1775,ABT-888,SW620,-2.961819211,2,0
1163,AZD1775,ABT-888,SW837,-10.75733812,2,0
1164,AZD1775,ABT-888,T47D,-10.32331212,2,0
1166,AZD1775,ABT-888,UWB1289,60.31694066,2,1
1167,AZD1775,ABT-888,UWB1289BRCA1,-6.018377355,2,0
1168,AZD1775,ABT-888,VCAP,-10.38201033,2,0
1169,AZD1775,ABT-888,ZR751,-11.19139976,2,0
1170,AZD1775,BEZ-235,A2058,10.1781837,4,1
1171,AZD1775,BEZ-235,A2780,19.52499114,4,1
1172,AZD1775,BEZ-235,A375,51.63655767,4,1
1173,AZD1775,BEZ-235,A427,16.01389803,4,1
1174,AZD1775,BEZ-235,CAOV3,20.74582765,4,1
1175,AZD1775,BEZ-235,COLO320DM,10.7706347,4,1
1176,AZD1775,BEZ-235,DLD1,30.50680672,4,1
1178,AZD1775,BEZ-235,ES2,13.5670263,4,1
1179,AZD1775,BEZ-235,HCT116,27.24417838,4,1
1180,AZD1775,BEZ-235,HT144,30.76397327,4,1
1181,AZD1775,BEZ-235,HT29,13.2449992,4,1
1182,AZD1775,BEZ-235,KPL1,21.91627509,4,1
1183,AZD1775,BEZ-235,LNCAP,61.89051853,4,1
1185,AZD1775,BEZ-235,MDAMB436,27.5112821,4,1
1186,AZD1775,BEZ-235,MSTO,24.1922954,4,1
1187,AZD1775,BEZ-235,NCIH1650,16.08513957,4,1
1188,AZD1775,BEZ-235,NCIH2122,-2.453586855,4,0
1189,AZD1775,BEZ-235,NCIH23,11.00331336,4,1
1190,AZD1775,BEZ-235,NCIH460,38.21325157,4,1
1191,AZD1775,BEZ-235,NCIH520,28.82820786,4,1
1192,AZD1775,BEZ-235,OCUBM,17.48541028,4,1
1193,AZD1775,BEZ-235,OV90,15.8839717,4,1
1194,AZD1775,BEZ-235,OVCAR3,20.61275835,4,1
1196,AZD1775,BEZ-235,RKO,31.73685611,4,1
1197,AZD1775,BEZ-235,RPMI7951,19.69537341,4,1
1198,AZD1775,BEZ-235,SKMEL30,19.14308402,4,1
1199,AZD1775,BEZ-235,SKMES1,26.5938059,4,1
1200,AZD1775,BEZ-235,SKOV3,25.46992744,4,1
1201,AZD1775,BEZ-235,SW620,17.64772327,4,1
1202,AZD1775,BEZ-235,SW837,23.61253202,4,1
1203,AZD1775,BEZ-235,T47D,93.72819505,4,1
1204,AZD1775,BEZ-235,UACC62,23.04106128,4,1
1205,AZD1775,BEZ-235,UWB1289,78.4206107,4,1
1206,AZD1775,BEZ-235,UWB1289BRCA1,19.40856085,4,1
1208,AZD1775,BEZ-235,ZR751,19.34973868,4,1
1210,AZD1775,BORTEZOMIB,A2780,-17.55948042,2,0
1212,AZD1775,BORTEZOMIB,A427,-18.34661485,2,0
1213,AZD1775,BORTEZOMIB,CAOV3,-20.03555451,2,0
1214,AZD1775,BORTEZOMIB,COLO320DM,-34.72870023,2,0
1216,AZD1775,BORTEZOMIB,EFM192B,-10.78914679,2,0
1217,AZD1775,BORTEZOMIB,ES2,-18.64255603,2,0
1218,AZD1775,BORTEZOMIB,HCT116,-3.033524443,2,0
1219,AZD1775,BORTEZOMIB,HT144,-1.617554506,2,0
1220,AZD1775,BORTEZOMIB,HT29,-18.92954483,2,0
1221,AZD1775,BORTEZOMIB,KPL1,-2.976110225,2,0
1222,AZD1775,BORTEZOMIB,LNCAP,-11.56046415,2,0
1223,AZD1775,BORTEZOMIB,LOVO,-6.806273259,2,0
1224,AZD1775,BORTEZOMIB,MDAMB436,-5.016650683,2,0
1225,AZD1775,BORTEZOMIB,MSTO,36.59996851,2,1
1226,AZD1775,BORTEZOMIB,NCIH1650,-19.84631947,2,0
1227,AZD1775,BORTEZOMIB,NCIH2122,-16.26938113,2,0
1228,AZD1775,BORTEZOMIB,NCIH23,-18.820814,2,0
1230,AZD1775,BORTEZOMIB,NCIH520,-18.59569714,2,0
1231,AZD1775,BORTEZOMIB,OCUBM,-10.42875904,2,0
1232,AZD1775,BORTEZOMIB,OV90,-11.91326085,2,0
1233,AZD1775,BORTEZOMIB,OVCAR3,-16.93259274,2,0
1234,AZD1775,BORTEZOMIB,PA1,-9.717805139,2,0
1235,AZD1775,BORTEZOMIB,RKO,-12.67666435,2,0
1236,AZD1775,BORTEZOMIB,RPMI7951,-17.90369234,2,0
1237,AZD1775,BORTEZOMIB,SKMEL30,-15.70918499,2,0
1238,AZD1775,BORTEZOMIB,SKMES1,-18.74799388,2,0
1240,AZD1775,BORTEZOMIB,SW620,-6.008926524,2,0
1242,AZD1775,BORTEZOMIB,T47D,-16.28306878,2,0
1243,AZD1775,BORTEZOMIB,UACC62,-5.240501085,2,0
1244,AZD1775,BORTEZOMIB,UWB1289,42.07240376,2,1
1245,AZD1775,BORTEZOMIB,UWB1289BRCA1,-4.125461556,2,0
1246,AZD1775,BORTEZOMIB,VCAP,-24.43246657,2,0
1247,AZD1775,BORTEZOMIB,ZR751,-11.21496757,2,0
1248,AZD1775,DASATINIB,A2058,34.97062024,3,1
1249,AZD1775,DASATINIB,A2780,63.3161055,3,1
1250,AZD1775,DASATINIB,A375,63.34866372,3,1
1251,AZD1775,DASATINIB,A427,39.57408252,3,1
1252,AZD1775,DASATINIB,CAOV3,20.48847426,3,1
1254,AZD1775,DASATINIB,DLD1,29.602612,3,1
1255,AZD1775,DASATINIB,EFM192B,15.89847016,3,1
1256,AZD1775,DASATINIB,ES2,26.52038427,3,1
1257,AZD1775,DASATINIB,HCT116,28.47729987,3,1
1259,AZD1775,DASATINIB,HT29,17.22658176,3,1
1260,AZD1775,DASATINIB,KPL1,35.72886618,3,1
1261,AZD1775,DASATINIB,LNCAP,24.71473218,3,1
1262,AZD1775,DASATINIB,LOVO,25.42571635,3,1
1263,AZD1775,DASATINIB,MDAMB436,39.31007727,3,1
1264,AZD1775,DASATINIB,MSTO,56.50941313,3,1
1265,AZD1775,DASATINIB,NCIH1650,29.30647219,3,1
1266,AZD1775,DASATINIB,NCIH2122,-29.14558342,3,0
1267,AZD1775,DASATINIB,NCIH23,39.04268663,3,1
1268,AZD1775,DASATINIB,NCIH460,24.67543309,3,1
1269,AZD1775,DASATINIB,NCIH520,42.09049498,3,1
1270,AZD1775,DASATINIB,OCUBM,22.34062331,3,1
1271,AZD1775,DASATINIB,OV90,25.65497092,3,1
1272,AZD1775,DASATINIB,OVCAR3,52.799135,3,1
1273,AZD1775,DASATINIB,PA1,17.05751098,3,1
1274,AZD1775,DASATINIB,RKO,41.91153524,3,1
1275,AZD1775,DASATINIB,RPMI7951,19.84020877,3,1
1276,AZD1775,DASATINIB,SKMEL30,12.65571211,3,1
1277,AZD1775,DASATINIB,SKMES1,14.35981633,3,1
1278,AZD1775,DASATINIB,SKOV3,18.44791614,3,1
1279,AZD1775,DASATINIB,SW620,64.27435309,3,1
1280,AZD1775,DASATINIB,SW837,37.53767894,3,1
1281,AZD1775,DASATINIB,T47D,10.49875118,3,1
1282,AZD1775,DASATINIB,UACC62,29.47712099,3,1
1283,AZD1775,DASATINIB,UWB1289,36.84844558,3,1
1284,AZD1775,DASATINIB,UWB1289BRCA1,11.91778193,3,1
1285,AZD1775,DASATINIB,VCAP,20.51484393,3,1
1286,AZD1775,DASATINIB,ZR751,-23.97165911,3,0
1287,AZD1775,DINACICLIB,A2058,-12.36585978,0,0
1288,AZD1775,DINACICLIB,A2780,-4.941389456,0,0
1290,AZD1775,DINACICLIB,A427,-11.37380434,0,0
1291,AZD1775,DINACICLIB,CAOV3,-21.76145014,0,0
1292,AZD1775,DINACICLIB,COLO320DM,-5.732339979,0,0
1293,AZD1775,DINACICLIB,DLD1,13.24006231,0,1
1294,AZD1775,DINACICLIB,EFM192B,-8.228113367,0,0
1295,AZD1775,DINACICLIB,ES2,-6.191822846,0,0
1296,AZD1775,DINACICLIB,HCT116,-3.426543564,0,0
1297,AZD1775,DINACICLIB,HT144,-0.053685457,0,0
1298,AZD1775,DINACICLIB,HT29,-8.139024226,0,0
1299,AZD1775,DINACICLIB,KPL1,-2.589509381,0,0
1300,AZD1775,DINACICLIB,LNCAP,18.88790802,0,1
1301,AZD1775,DINACICLIB,LOVO,-15.35342803,0,0
1302,AZD1775,DINACICLIB,MDAMB436,-0.869457093,0,0
1303,AZD1775,DINACICLIB,MSTO,-6.215169685,0,0
1304,AZD1775,DINACICLIB,NCIH1650,-9.251873363,0,0
1305,AZD1775,DINACICLIB,NCIH2122,-11.4558726,0,0
1306,AZD1775,DINACICLIB,NCIH23,-24.27417292,0,0
1307,AZD1775,DINACICLIB,NCIH460,-3.545286749,0,0
1308,AZD1775,DINACICLIB,NCIH520,-3.328376684,0,0
1309,AZD1775,DINACICLIB,OCUBM,-2.770137242,0,0
1310,AZD1775,DINACICLIB,OV90,-17.31290487,0,0
1311,AZD1775,DINACICLIB,OVCAR3,-1.997484637,0,0
1312,AZD1775,DINACICLIB,PA1,-10.04035301,0,0
1314,AZD1775,DINACICLIB,RPMI7951,-6.600154785,0,0
1315,AZD1775,DINACICLIB,SKMEL30,-9.038234997,0,0
1316,AZD1775,DINACICLIB,SKMES1,-18.11300988,0,0
1317,AZD1775,DINACICLIB,SKOV3,-6.234547437,0,0
1318,AZD1775,DINACICLIB,SW620,-8.463039328,0,0
1319,AZD1775,DINACICLIB,SW837,-5.084259188,0,0
1320,AZD1775,DINACICLIB,T47D,-8.963166233,0,0
1322,AZD1775,DINACICLIB,UWB1289,40.73011269,0,1
