,drug1,drug2,cell,score,label,SynClass
1121,BORTEZOMIB,DASATINIB,LNCAP,-24.84117669,0,0
1122,BORTEZOMIB,DASATINIB,LOVO,38.26264078,1,1
1123,BORTEZOMIB,DASATINIB,MSTO,101.8360377,1,1
1125,BORTEZOMIB,DASATINIB,NCIH2122,-44.78519575,0,0
1126,BORTEZOMIB,DASATINIB,NCIH23,-203.7000358,0,0
1127,BORTEZOMIB,DASATINIB,NCIH460,36.82935113,1,1
1129,BORTEZOMIB,DASATINIB,OV90,-12.67982596,0,0
1130,BORTEZOMIB,DASATINIB,SKMEL30,-11.63233672,0,0
1131,BORTEZOMIB,DASATINIB,SKMES1,-10.15485192,0,0
1132,BORTEZOMIB,DASATINIB,SKOV3,-16.71126553,0,0
1133,BORTEZOMIB,DASATINIB,SW620,20.41344681,1,1
1134,BORTEZOMIB,DASATINIB,SW837,26.88470633,1,1
1137,BORTEZOMIB,DASATINIB,ZR751,39.53908878,1,1
1138,BORTEZOMIB,DINACICLIB,A2058,-20.0646923,0,0
1139,BORTEZOMIB,DINACICLIB,A2780,-27.63468162,0,0
1141,BORTEZOMIB,DINACICLIB,A427,-13.08659913,0,0
1142,BORTEZOMIB,DINACICLIB,CAOV3,-23.1522558,0,0
1143,BORTEZOMIB,DINACICLIB,ES2,-29.55305764,0,0
1144,BORTEZOMIB,DINACICLIB,HCT116,-23.24848597,0,0
1145,BORTEZOMIB,DINACICLIB,HT144,-18.78198328,0,0
1146,BORTEZOMIB,DINACICLIB,HT29,-20.60522746,0,0
1148,BORTEZOMIB,DINACICLIB,LNCAP,-10.75062215,0,0
1149,BORTEZOMIB,DINACICLIB,LOVO,-16.74289563,0,0
1150,BORTEZOMIB,DINACICLIB,MDAMB436,-21.86566212,0,0
1151,BORTEZOMIB,DINACICLIB,MSTO,-10.37374052,0,0
1152,BORTEZOMIB,DINACICLIB,NCIH1650,-36.35803272,0,0
1153,BORTEZOMIB,DINACICLIB,NCIH2122,-25.36699326,0,0
1154,BORTEZOMIB,DINACICLIB,NCIH23,-21.38269258,0,0
1155,BORTEZOMIB,DINACICLIB,NCIH460,-24.29165293,0,0
1156,BORTEZOMIB,DINACICLIB,NCIH520,-42.04754365,0,0
1157,BORTEZOMIB,DINACICLIB,OV90,-28.66736455,0,0
1158,BORTEZOMIB,DINACICLIB,RKO,-17.38781674,0,0
1159,BORTEZOMIB,DINACICLIB,RPMI7951,-10.20828102,0,0
1160,BORTEZOMIB,DINACICLIB,SKMEL30,-11.61182111,0,0
1161,BORTEZOMIB,DINACICLIB,SKMES1,-33.42437027,0,0
1162,BORTEZOMIB,DINACICLIB,SKOV3,-32.0419469,0,0
1163,BORTEZOMIB,DINACICLIB,SW620,-17.56227003,0,0
1164,BORTEZOMIB,DINACICLIB,SW837,-33.78299517,0,0
1165,BORTEZOMIB,DINACICLIB,T47D,-30.84448292,0,0
1166,BORTEZOMIB,DINACICLIB,UACC62,-20.94367758,0,0
1167,BORTEZOMIB,DINACICLIB,VCAP,-21.60681736,0,0
1168,BORTEZOMIB,DINACICLIB,ZR751,-28.27517706,0,0
1169,BORTEZOMIB,GELDANAMYCIN,A2058,-12.34475241,0,0
1170,BORTEZOMIB,GELDANAMYCIN,A2780,-17.02476713,0,0
1171,BORTEZOMIB,GELDANAMYCIN,CAOV3,-20.85491468,0,0
1173,BORTEZOMIB,GELDANAMYCIN,HT144,-13.74556196,0,0
1174,BORTEZOMIB,GELDANAMYCIN,HT29,-30.91418954,0,0
1175,BORTEZOMIB,GELDANAMYCIN,KPL1,-13.38945178,0,0
1176,BORTEZOMIB,GELDANAMYCIN,MSTO,50.83693548,1,1
1177,BORTEZOMIB,GELDANAMYCIN,NCIH1650,-35.69315773,0,0
1178,BORTEZOMIB,GELDANAMYCIN,NCIH2122,-25.06318521,0,0
1179,BORTEZOMIB,GELDANAMYCIN,NCIH23,-41.08430335,0,0
1180,BORTEZOMIB,GELDANAMYCIN,NCIH460,-19.40727362,0,0
1181,BORTEZOMIB,GELDANAMYCIN,NCIH520,-56.43622674,0,0
1182,BORTEZOMIB,GELDANAMYCIN,OV90,-24.82392367,0,0
1185,BORTEZOMIB,GELDANAMYCIN,SKMES1,-35.14950673,0,0
1187,BORTEZOMIB,GELDANAMYCIN,SW620,-20.84675917,0,0
1188,BORTEZOMIB,GELDANAMYCIN,SW837,-33.36509163,0,0
1189,BORTEZOMIB,GELDANAMYCIN,T47D,-54.25105653,0,0
1190,BORTEZOMIB,GELDANAMYCIN,UACC62,-45.52184568,0,0
1192,BORTEZOMIB,GELDANAMYCIN,ZR751,-65.75981373,0,0
1194,BORTEZOMIB,MK-8669,A375,-23.32659332,0,0
1197,BORTEZOMIB,MK-8669,HT144,-11.57656028,0,0
1198,BORTEZOMIB,MK-8669,HT29,-16.90233122,0,0
1199,BORTEZOMIB,MK-8669,KPL1,34.40381568,1,1
1200,BORTEZOMIB,MK-8669,LOVO,20.47515367,1,1
1201,BORTEZOMIB,MK-8669,MSTO,114.1798682,1,1
1202,BORTEZOMIB,MK-8669,NCIH1650,-12.13689924,0,0
1203,BORTEZOMIB,MK-8669,NCIH2122,37.59401095,1,1
1204,BORTEZOMIB,MK-8669,NCIH520,-26.76576926,0,0
1206,BORTEZOMIB,MK-8669,SKMES1,-13.9048135,0,0
1210,BORTEZOMIB,MK-8669,T47D,-11.06971667,0,0
1211,BORTEZOMIB,MK-8669,UACC62,-13.51387453,0,0
1214,BORTEZOMIB,MK-8776,A2780,-12.22617953,0,0
1216,BORTEZOMIB,MK-8776,CAOV3,-15.75781949,0,0
1217,BORTEZOMIB,MK-8776,ES2,-33.73188195,0,0
1218,BORTEZOMIB,MK-8776,HT144,-167.5247327,0,0
1219,BORTEZOMIB,MK-8776,HT29,-18.4238796,0,0
1221,BORTEZOMIB,MK-8776,LNCAP,-181.2876039,0,0
1224,BORTEZOMIB,MK-8776,MSTO,25.58225158,1,1
1225,BORTEZOMIB,MK-8776,NCIH1650,-22.29307766,0,0
1226,BORTEZOMIB,MK-8776,NCIH2122,-44.45731987,0,0
1227,BORTEZOMIB,MK-8776,NCIH23,-18.10129902,0,0
1228,BORTEZOMIB,MK-8776,NCIH520,-26.96549692,0,0
1229,BORTEZOMIB,MK-8776,OV90,-15.86483071,0,0
1231,BORTEZOMIB,MK-8776,RPMI7951,-22.10843367,0,0
1232,BORTEZOMIB,MK-8776,SKMEL30,-11.38392655,0,0
1233,BORTEZOMIB,MK-8776,SKMES1,-29.32207731,0,0
1234,BORTEZOMIB,MK-8776,SKOV3,-16.16944838,0,0
1236,BORTEZOMIB,MK-8776,SW837,-194.361426,0,0
1238,BORTEZOMIB,MK-8776,UACC62,-14.22081134,0,0
1239,BORTEZOMIB,MK-8776,ZR751,-25.92906309,0,0
1240,BORTEZOMIB,SN-38,A2058,28.09286244,1,1
1241,BORTEZOMIB,SN-38,A2780,-22.74125359,0,0
1242,BORTEZOMIB,SN-38,A375,26.75478809,1,1
1244,BORTEZOMIB,SN-38,CAOV3,-36.21089519,0,0
1245,BORTEZOMIB,SN-38,ES2,-27.17578999,0,0
1247,BORTEZOMIB,SN-38,HT29,-22.62474929,0,0
1249,BORTEZOMIB,SN-38,MSTO,64.75092073,1,1
1250,BORTEZOMIB,SN-38,NCIH1650,-17.35480308,0,0
1254,BORTEZOMIB,SN-38,NCIH520,-36.06637464,0,0
1255,BORTEZOMIB,SN-38,OV90,-23.92654268,0,0
1257,BORTEZOMIB,SN-38,RPMI7951,-14.95782149,0,0
1258,BORTEZOMIB,SN-38,SKMEL30,-13.02435125,0,0
1259,BORTEZOMIB,SN-38,SKMES1,-10.95026714,0,0
1260,BORTEZOMIB,SN-38,SKOV3,-11.00320161,0,0
1263,BORTEZOMIB,SN-38,T47D,-11.05282061,0,0
1264,BORTEZOMIB,SN-38,UACC62,-12.11596686,0,0
1268,BORTEZOMIB,SORAFENIB,CAOV3,-32.20388168,0,0
1269,BORTEZOMIB,SORAFENIB,ES2,-23.74510742,0,0
1272,BORTEZOMIB,SORAFENIB,HT29,-14.24369719,0,0
1275,BORTEZOMIB,SORAFENIB,LOVO,-12.18622651,0,0
1276,BORTEZOMIB,SORAFENIB,MDAMB436,-16.92885239,0,0
1277,BORTEZOMIB,SORAFENIB,MSTO,-20.90589063,0,0
1278,BORTEZOMIB,SORAFENIB,NCIH1650,-11.89760523,0,0
1279,BORTEZOMIB,SORAFENIB,NCIH2122,-14.79454224,0,0
1280,BORTEZOMIB,SORAFENIB,NCIH23,-10.49909452,0,0
1282,BORTEZOMIB,SORAFENIB,NCIH520,-21.3325054,0,0
1283,BORTEZOMIB,SORAFENIB,OV90,-12.67239461,0,0
1285,BORTEZOMIB,SORAFENIB,RPMI7951,-20.15788074,0,0
1287,BORTEZOMIB,SORAFENIB,SKMES1,-18.67537574,0,0
1290,BORTEZOMIB,SORAFENIB,UACC62,-11.40104496,0,0
1291,BORTEZOMIB,SORAFENIB,VCAP,-20.68077486,0,0
1292,BORTEZOMIB,SORAFENIB,ZR751,-27.04694572,0,0
1293,BORTEZOMIB,TOPOTECAN,A2058,-12.18818438,0,0
1295,BORTEZOMIB,TOPOTECAN,A375,-52.78331514,0,0
1298,BORTEZOMIB,TOPOTECAN,ES2,-21.45833034,0,0
1301,BORTEZOMIB,TOPOTECAN,HT29,-18.18157992,0,0
1302,BORTEZOMIB,TOPOTECAN,LNCAP,-16.8464289,0,0
1303,BORTEZOMIB,TOPOTECAN,MSTO,21.76637409,1,1
1304,BORTEZOMIB,TOPOTECAN,NCIH1650,-37.35306375,0,0
1306,BORTEZOMIB,TOPOTECAN,NCIH23,-17.17711556,0,0
1307,BORTEZOMIB,TOPOTECAN,NCIH460,-33.81974983,0,0
1308,BORTEZOMIB,TOPOTECAN,NCIH520,-22.45005136,0,0
1309,BORTEZOMIB,TOPOTECAN,OV90,-12.20427248,0,0
1313,BORTEZOMIB,TOPOTECAN,SKMES1,-28.94272555,0,0
1314,BORTEZOMIB,TOPOTECAN,SKOV3,-10.78558961,0,0
1317,BORTEZOMIB,TOPOTECAN,VCAP,-13.31920317,0,0
1318,BORTEZOMIB,TOPOTECAN,ZR751,-22.41353036,0,0
1321,CYCLOPHOSPHAMIDE,ABT-888,A427,-11.63887968,0,0
1324,CYCLOPHOSPHAMIDE,ABT-888,KPL1,-10.6320112,0,0
1325,CYCLOPHOSPHAMIDE,ABT-888,LNCAP,-13.96198475,0,0
1332,CYCLOPHOSPHAMIDE,ABT-888,SW837,-15.42055822,0,0
1334,CYCLOPHOSPHAMIDE,ABT-888,ZR751,-32.21629252,0,0
1335,CYCLOPHOSPHAMIDE,AZD1775,LNCAP,-41.47720935,0,0
1346,CYCLOPHOSPHAMIDE,BEZ-235,CAOV3,25.73426903,1,1
1349,CYCLOPHOSPHAMIDE,BEZ-235,HT29,27.56912056,1,1
1351,CYCLOPHOSPHAMIDE,BEZ-235,LNCAP,67.79077683,1,1
1358,CYCLOPHOSPHAMIDE,BEZ-235,NCIH520,27.06526505,1,1
1361,CYCLOPHOSPHAMIDE,BEZ-235,RPMI7951,20.11601915,1,1
1366,CYCLOPHOSPHAMIDE,BEZ-235,SW837,24.16298095,1,1
1367,CYCLOPHOSPHAMIDE,BEZ-235,T47D,100.4024954,1,1
1369,CYCLOPHOSPHAMIDE,BEZ-235,VCAP,23.40807993,1,1
1371,CYCLOPHOSPHAMIDE,BORTEZOMIB,A2780,-11.26735375,0,0
1372,CYCLOPHOSPHAMIDE,BORTEZOMIB,A375,28.57707415,1,1
1374,CYCLOPHOSPHAMIDE,BORTEZOMIB,CAOV3,-36.65413992,0,0
1376,CYCLOPHOSPHAMIDE,BORTEZOMIB,HT29,-16.67612259,0,0
1377,CYCLOPHOSPHAMIDE,BORTEZOMIB,KPL1,-15.40532685,0,0
1380,CYCLOPHOSPHAMIDE,BORTEZOMIB,NCIH1650,-14.47544863,0,0
1381,CYCLOPHOSPHAMIDE,BORTEZOMIB,NCIH2122,27.75692904,1,1
1383,CYCLOPHOSPHAMIDE,BORTEZOMIB,NCIH520,-17.71924757,0,0
1385,CYCLOPHOSPHAMIDE,BORTEZOMIB,RKO,28.37985911,1,1
1386,CYCLOPHOSPHAMIDE,BORTEZOMIB,SKMES1,-10.2518384,0,0
1388,CYCLOPHOSPHAMIDE,BORTEZOMIB,T47D,-23.08859768,0,0
1392,CYCLOPHOSPHAMIDE,DASATINIB,A2780,23.25825742,1,1
1396,CYCLOPHOSPHAMIDE,DASATINIB,HCT116,-28.00152206,0,0
1397,CYCLOPHOSPHAMIDE,DASATINIB,HT144,-53.79648119,0,0
1400,CYCLOPHOSPHAMIDE,DASATINIB,LNCAP,-27.42883623,0,0
1401,CYCLOPHOSPHAMIDE,DASATINIB,LOVO,20.84082433,1,1
1402,CYCLOPHOSPHAMIDE,DASATINIB,MSTO,-16.99645444,0,0
1403,CYCLOPHOSPHAMIDE,DASATINIB,NCIH1650,24.79300577,1,1
1404,CYCLOPHOSPHAMIDE,DASATINIB,NCIH2122,-48.37729556,0,0
1408,CYCLOPHOSPHAMIDE,DASATINIB,SKMEL30,-24.34554135,0,0
1410,CYCLOPHOSPHAMIDE,DASATINIB,T47D,-15.33862999,0,0
1413,CYCLOPHOSPHAMIDE,DASATINIB,ZR751,-16.76462773,0,0
1417,CYCLOPHOSPHAMIDE,DINACICLIB,CAOV3,-17.60390771,0,0
1418,CYCLOPHOSPHAMIDE,DINACICLIB,KPL1,-12.26423344,0,0
1419,CYCLOPHOSPHAMIDE,DINACICLIB,LNCAP,56.67788114,1,1
1421,CYCLOPHOSPHAMIDE,DINACICLIB,MSTO,20.77980249,1,1
1427,CYCLOPHOSPHAMIDE,DINACICLIB,SW837,-11.81288946,0,0
1436,CYCLOPHOSPHAMIDE,ERLOTINIB,HT144,-13.57168234,0,0
1438,CYCLOPHOSPHAMIDE,ERLOTINIB,LNCAP,-29.89584273,0,0
1441,CYCLOPHOSPHAMIDE,ERLOTINIB,MSTO,-11.81036447,0,0
1445,CYCLOPHOSPHAMIDE,ERLOTINIB,OV90,-13.23937296,0,0
1446,CYCLOPHOSPHAMIDE,ERLOTINIB,RKO,-11.2879549,0,0
1449,CYCLOPHOSPHAMIDE,ERLOTINIB,SW620,-11.92897578,0,0
1451,CYCLOPHOSPHAMIDE,ERLOTINIB,T47D,26.18489183,1,1
1457,CYCLOPHOSPHAMIDE,GELDANAMYCIN,ES2,-12.92243489,0,0
1459,CYCLOPHOSPHAMIDE,GELDANAMYCIN,HT144,-11.28078492,0,0
1460,CYCLOPHOSPHAMIDE,GELDANAMYCIN,LNCAP,20.25024227,1,1
1462,CYCLOPHOSPHAMIDE,GELDANAMYCIN,MSTO,-19.45589953,0,0
1467,CYCLOPHOSPHAMIDE,GELDANAMYCIN,SKMEL30,-10.78081908,0,0
1470,CYCLOPHOSPHAMIDE,GELDANAMYCIN,T47D,-25.05944518,0,0
1471,CYCLOPHOSPHAMIDE,GELDANAMYCIN,UACC62,-13.0158698,0,0
1475,CYCLOPHOSPHAMIDE,L778123,KPL1,-12.25271445,0,0
1483,CYCLOPHOSPHAMIDE,L778123,T47D,-14.96860537,0,0
1489,CYCLOPHOSPHAMIDE,LAPATINIB,A375,-10.04213779,0,0
1490,CYCLOPHOSPHAMIDE,LAPATINIB,A427,-21.25150723,0,0
1494,CYCLOPHOSPHAMIDE,LAPATINIB,HT144,-12.54923127,0,0
1496,CYCLOPHOSPHAMIDE,LAPATINIB,LNCAP,-13.39055466,0,0
1498,CYCLOPHOSPHAMIDE,LAPATINIB,MSTO,-14.86962351,0,0
1502,CYCLOPHOSPHAMIDE,LAPATINIB,NCIH460,-17.63280257,0,0
1504,CYCLOPHOSPHAMIDE,LAPATINIB,OV90,-12.78199443,0,0
1507,CYCLOPHOSPHAMIDE,LAPATINIB,SKMEL30,-12.4487957,0,0
1512,CYCLOPHOSPHAMIDE,LAPATINIB,UACC62,-16.42072751,0,0
1517,CYCLOPHOSPHAMIDE,MK-2206,CAOV3,23.47213243,1,1
1522,CYCLOPHOSPHAMIDE,MK-2206,KPL1,29.77514728,1,1
1523,CYCLOPHOSPHAMIDE,MK-2206,LNCAP,-115.3140291,0,0
1524,CYCLOPHOSPHAMIDE,MK-2206,LOVO,-11.15448584,0,0
1527,CYCLOPHOSPHAMIDE,MK-2206,RKO,27.22991066,1,1
1529,CYCLOPHOSPHAMIDE,MK-2206,T47D,37.41936164,1,1
1532,CYCLOPHOSPHAMIDE,MK-4827,A427,-10.7346263,0,0
1535,CYCLOPHOSPHAMIDE,MK-4827,LNCAP,-66.13421817,0,0
1536,CYCLOPHOSPHAMIDE,MK-4827,LOVO,-13.74195139,0,0
1543,CYCLOPHOSPHAMIDE,MK-4827,SW837,-17.67207508,0,0
1544,CYCLOPHOSPHAMIDE,MK-4827,T47D,-24.21855613,0,0
1545,CYCLOPHOSPHAMIDE,MK-4827,UACC62,-13.88910739,0,0
1551,CYCLOPHOSPHAMIDE,MK-5108,LNCAP,-44.89482989,0,0
1554,CYCLOPHOSPHAMIDE,MK-5108,RKO,29.25941015,1,1
1555,CYCLOPHOSPHAMIDE,MK-5108,SKMEL30,20.04232712,1,1
1558,CYCLOPHOSPHAMIDE,MK-5108,T47D,22.07693933,1,1
1561,CYCLOPHOSPHAMIDE,MK-8669,A2058,20.19732054,1,1
1563,CYCLOPHOSPHAMIDE,MK-8669,A427,22.79309695,1,1
1567,CYCLOPHOSPHAMIDE,MK-8669,KPL1,45.36507029,1,1
1568,CYCLOPHOSPHAMIDE,MK-8669,LNCAP,-39.61912652,0,0
1569,CYCLOPHOSPHAMIDE,MK-8669,NCIH1650,21.77249105,1,1
1574,CYCLOPHOSPHAMIDE,MK-8669,RKO,25.51276496,1,1
1576,CYCLOPHOSPHAMIDE,MK-8669,SKMEL30,34.48879438,1,1
1580,CYCLOPHOSPHAMIDE,MK-8669,T47D,24.59091498,1,1
1582,CYCLOPHOSPHAMIDE,MK-8669,VCAP,24.77674304,1,1
1589,CYCLOPHOSPHAMIDE,MK-8776,KPL1,-18.7208177,0,0
1590,CYCLOPHOSPHAMIDE,MK-8776,LNCAP,21.72912695,1,1
1592,CYCLOPHOSPHAMIDE,MK-8776,MSTO,-17.29457907,0,0
1593,CYCLOPHOSPHAMIDE,MK-8776,NCIH1650,-10.65970238,0,0
1594,CYCLOPHOSPHAMIDE,MK-8776,NCIH2122,-10.50085667,0,0
1600,CYCLOPHOSPHAMIDE,MK-8776,SW837,-21.49748875,0,0
1609,CYCLOPHOSPHAMIDE,PD325901,CAOV3,31.65245495,1,1
1612,CYCLOPHOSPHAMIDE,PD325901,KPL1,24.96305469,1,1
1616,CYCLOPHOSPHAMIDE,PD325901,MSTO,-14.17603986,0,0
1619,CYCLOPHOSPHAMIDE,PD325901,OV90,-12.2633658,0,0
1626,CYCLOPHOSPHAMIDE,PD325901,T47D,-54.33920079,0,0
1633,CYCLOPHOSPHAMIDE,SORAFENIB,LNCAP,-65.35527541,0,0
1635,CYCLOPHOSPHAMIDE,SORAFENIB,MSTO,-10.82105449,0,0
1642,CYCLOPHOSPHAMIDE,SORAFENIB,UACC62,-13.19055662,0,0
1643,CYCLOPHOSPHAMIDE,SORAFENIB,ZR751,-15.28187565,0,0
1645,CYCLOPHOSPHAMIDE,SUNITINIB,LNCAP,-14.56500887,0,0
1656,CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,CAOV3,-51.85738786,0,0
1658,CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,KPL1,-28.1622482,0,0
1663,CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,NCIH1650,-27.4583989,0,0
1672,CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,SW837,-37.77038905,0,0
1673,CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,T47D,-47.74951594,0,0
1678,CYCLOPHOSPHAMIDE,ZOLINZA,CAOV3,32.89813653,1,1
1682,CYCLOPHOSPHAMIDE,ZOLINZA,LNCAP,-23.05236163,0,0
1687,CYCLOPHOSPHAMIDE,ZOLINZA,RKO,23.6328811,1,1
1691,CYCLOPHOSPHAMIDE,ZOLINZA,SKOV3,21.66839674,1,1
1692,CYCLOPHOSPHAMIDE,ZOLINZA,T47D,36.96806046,1,1
1693,CYCLOPHOSPHAMIDE,ZOLINZA,VCAP,30.69582424,1,1
1694,CYCLOPHOSPHAMIDE,ZOLINZA,ZR751,33.64181551,1,1
1696,DASATINIB,ABT-888,A2780,40.28481032,1,1
1697,DASATINIB,ABT-888,A427,27.52645663,1,1
1698,DASATINIB,ABT-888,HCT116,-20.07587466,0,0
1699,DASATINIB,ABT-888,HT144,-15.59125746,0,0
1700,DASATINIB,ABT-888,LOVO,28.27503441,1,1
1702,DASATINIB,ABT-888,MSTO,95.96490103,1,1
1703,DASATINIB,ABT-888,NCIH1650,25.04861151,1,1
1704,DASATINIB,ABT-888,NCIH2122,-46.36721793,0,0
1705,DASATINIB,ABT-888,NCIH520,21.68497258,1,1
1706,DASATINIB,ABT-888,RKO,-11.54700146,0,0
1707,DASATINIB,ABT-888,SKMEL30,-27.18860154,0,0
1710,DASATINIB,ABT-888,T47D,-14.32665176,0,0
1712,DASATINIB,ABT-888,ZR751,-15.68714113,0,0
1713,DASATINIB,BEZ-235,A2058,70.18047839,1,1
1714,DASATINIB,BEZ-235,A2780,70.18079056,1,1
1715,DASATINIB,BEZ-235,A375,64.92870443,1,1
1716,DASATINIB,BEZ-235,A427,73.63375761,1,1
1717,DASATINIB,BEZ-235,CAOV3,42.77143229,1,1
1718,DASATINIB,BEZ-235,ES2,23.31449703,1,1
1719,DASATINIB,BEZ-235,HCT116,56.53418947,1,1
1721,DASATINIB,BEZ-235,HT29,38.47714415,1,1
1722,DASATINIB,BEZ-235,KPL1,36.77448459,1,1
1723,DASATINIB,BEZ-235,LNCAP,106.5608575,1,1
1724,DASATINIB,BEZ-235,LOVO,49.58537842,1,1
1725,DASATINIB,BEZ-235,MDAMB436,47.9805984,1,1
1726,DASATINIB,BEZ-235,MSTO,65.61774831,1,1
1727,DASATINIB,BEZ-235,NCIH1650,63.5705615,1,1
1728,DASATINIB,BEZ-235,NCIH23,58.28804452,1,1
1729,DASATINIB,BEZ-235,NCIH460,80.69566922,1,1
1730,DASATINIB,BEZ-235,NCIH520,60.14042907,1,1
1731,DASATINIB,BEZ-235,OV90,46.79932479,1,1
1732,DASATINIB,BEZ-235,RKO,34.95048098,1,1
1733,DASATINIB,BEZ-235,RPMI7951,39.40212291,1,1
1734,DASATINIB,BEZ-235,SKMEL30,34.11083944,1,1
1735,DASATINIB,BEZ-235,SKMES1,36.13155243,1,1
1736,DASATINIB,BEZ-235,SKOV3,40.89812387,1,1
1737,DASATINIB,BEZ-235,SW620,59.52088474,1,1
1738,DASATINIB,BEZ-235,SW837,82.68758365,1,1
1739,DASATINIB,BEZ-235,T47D,169.7166583,1,1
1740,DASATINIB,BEZ-235,UACC62,38.85407314,1,1
1741,DASATINIB,BEZ-235,VCAP,47.2309885,1,1
1742,DASATINIB,BEZ-235,ZR751,21.54838325,1,1
1743,DASATINIB,DINACICLIB,A2058,48.91716359,1,1
1744,DASATINIB,DINACICLIB,A2780,29.1960155,1,1
1750,DASATINIB,DINACICLIB,LNCAP,58.06515215,1,1
1753,DASATINIB,DINACICLIB,MSTO,57.13086584,1,1
1754,DASATINIB,DINACICLIB,NCIH1650,24.00002691,1,1
1755,DASATINIB,DINACICLIB,NCIH2122,-22.61659214,0,0
1756,DASATINIB,DINACICLIB,NCIH23,33.30649066,1,1
1757,DASATINIB,DINACICLIB,NCIH460,27.535057,1,1
1758,DASATINIB,DINACICLIB,NCIH520,26.29311455,1,1
1762,DASATINIB,DINACICLIB,SKOV3,-12.88273056,0,0
1766,DASATINIB,DINACICLIB,UACC62,30.660164,1,1
1767,DASATINIB,DINACICLIB,VCAP,29.79198375,1,1
1768,DASATINIB,DINACICLIB,ZR751,-17.04907589,0,0
1770,DASATINIB,GELDANAMYCIN,A2780,36.06922119,1,1
1771,DASATINIB,GELDANAMYCIN,A375,47.07251276,1,1
1772,DASATINIB,GELDANAMYCIN,A427,28.00451112,1,1
1773,DASATINIB,GELDANAMYCIN,CAOV3,-24.22489573,0,0
1775,DASATINIB,GELDANAMYCIN,HCT116,32.12280936,1,1
1776,DASATINIB,GELDANAMYCIN,HT144,-55.13889756,0,0
1777,DASATINIB,GELDANAMYCIN,HT29,31.18587051,1,1
1779,DASATINIB,GELDANAMYCIN,LNCAP,65.54190601,1,1
1780,DASATINIB,GELDANAMYCIN,LOVO,28.70070653,1,1
1781,DASATINIB,GELDANAMYCIN,MDAMB436,20.09410803,1,1
1782,DASATINIB,GELDANAMYCIN,MSTO,90.46363381,1,1
1783,DASATINIB,GELDANAMYCIN,NCIH1650,52.49632011,1,1
1785,DASATINIB,GELDANAMYCIN,NCIH23,33.69553393,1,1
1787,DASATINIB,GELDANAMYCIN,OV90,22.66802548,1,1
1789,DASATINIB,GELDANAMYCIN,SKMEL30,-22.05733284,0,0
1790,DASATINIB,GELDANAMYCIN,SKMES1,32.96730514,1,1
1792,DASATINIB,GELDANAMYCIN,SW837,31.32391017,1,1
1794,DASATINIB,GELDANAMYCIN,UACC62,-19.75905096,0,0
1796,DASATINIB,GELDANAMYCIN,ZR751,-23.64692556,0,0
1797,DASATINIB,MK-8669,A2058,84.44534771,1,1
1798,DASATINIB,MK-8669,A2780,98.67657525,1,1
1799,DASATINIB,MK-8669,A375,59.73889523,1,1
1800,DASATINIB,MK-8669,A427,48.60369186,1,1
1801,DASATINIB,MK-8669,CAOV3,27.53716438,1,1
1802,DASATINIB,MK-8669,ES2,35.70094507,1,1
1803,DASATINIB,MK-8669,HCT116,-18.70635478,0,0
1804,DASATINIB,MK-8669,HT144,-11.91084118,0,0
1805,DASATINIB,MK-8669,HT29,58.36220417,1,1
1806,DASATINIB,MK-8669,KPL1,50.60157143,1,1
1808,DASATINIB,MK-8669,LOVO,56.92641316,1,1
1809,DASATINIB,MK-8669,MDAMB436,47.52944836,1,1
1810,DASATINIB,MK-8669,MSTO,113.1061478,1,1
1811,DASATINIB,MK-8669,NCIH1650,44.66867203,1,1
1812,DASATINIB,MK-8669,NCIH2122,-40.14701598,0,0
1813,DASATINIB,MK-8669,NCIH23,56.75221701,1,1
1814,DASATINIB,MK-8669,NCIH460,39.81920777,1,1
1815,DASATINIB,MK-8669,NCIH520,73.28046519,1,1
1816,DASATINIB,MK-8669,OV90,54.93310811,1,1
1817,DASATINIB,MK-8669,RKO,58.27169161,1,1
1818,DASATINIB,MK-8669,RPMI7951,54.7248702,1,1
1820,DASATINIB,MK-8669,SKOV3,28.79742156,1,1
1821,DASATINIB,MK-8669,SW620,45.55292089,1,1
1822,DASATINIB,MK-8669,SW837,51.55723616,1,1
1823,DASATINIB,MK-8669,T47D,54.01528824,1,1
1824,DASATINIB,MK-8669,UACC62,21.4208594,1,1
1825,DASATINIB,MK-8669,VCAP,52.51983895,1,1
1827,DASATINIB,MK-8776,A2058,63.95671041,1,1
1828,DASATINIB,MK-8776,A2058,63.95671041,1,1
1829,DASATINIB,MK-8776,A2780,69.69484662,1,1
1830,DASATINIB,MK-8776,A375,102.6390945,1,1
1831,DASATINIB,MK-8776,A375,102.6390945,1,1
1832,DASATINIB,MK-8776,A427,83.43816999,1,1
1833,DASATINIB,MK-8776,A427,83.43816999,1,1
1834,DASATINIB,MK-8776,CAOV3,33.03231022,1,1
1835,DASATINIB,MK-8776,CAOV3,33.03231022,1,1
1836,DASATINIB,MK-8776,ES2,32.53973382,1,1
1837,DASATINIB,MK-8776,ES2,32.53973382,0,1
1841,DASATINIB,MK-8776,HT29,46.70225405,1,1
1842,DASATINIB,MK-8776,HT29,46.70225405,1,1
