,drug1,drug2,cell,synergy,fold,SynClass
1618,AZD1775,MK-8776,NCIH23,39.39731819,3,1
1619,AZD1775,MK-8776,NCIH460,33.94350197,3,1
1620,AZD1775,MK-8776,NCIH520,40.75548759,3,1
1621,AZD1775,MK-8776,OCUBM,65.90411961,3,1
1622,AZD1775,MK-8776,OV90,32.25263687,3,1
1623,AZD1775,MK-8776,OVCAR3,42.41436244,3,1
1624,AZD1775,MK-8776,PA1,40.86023862,3,1
1625,AZD1775,MK-8776,RKO,58.45222688,3,1
1626,AZD1775,MK-8776,RPMI7951,32.4372578,3,1
1627,AZD1775,MK-8776,SKMEL30,64.51711716,3,1
1629,AZD1775,MK-8776,SKOV3,63.47893218,3,1
1630,AZD1775,MK-8776,SW620,22.60206325,3,1
1631,AZD1775,MK-8776,SW837,28.51830428,3,1
1633,AZD1775,MK-8776,UACC62,43.18698553,3,1
1634,AZD1775,MK-8776,UWB1289,29.42135148,3,1
1636,AZD1775,MK-8776,VCAP,78.22509908,3,1
1637,AZD1775,MK-8776,ZR751,36.01811775,3,1
1657,AZD1775,OXALIPLATIN,NCIH23,-10.94954528,1,0
1658,AZD1775,OXALIPLATIN,NCIH460,-11.92482495,1,0
1659,AZD1775,OXALIPLATIN,NCIH520,-10.10476018,1,0
1661,AZD1775,OXALIPLATIN,OV90,-21.61671093,1,0
1662,AZD1775,OXALIPLATIN,OVCAR3,21.20388388,1,1
1664,AZD1775,OXALIPLATIN,RKO,-12.13394841,1,0
1673,AZD1775,OXALIPLATIN,UWB1289,58.5643853,1,1
1675,AZD1775,OXALIPLATIN,VCAP,-10.10762358,1,0
1678,AZD1775,PD325901,A2780,28.30699896,4,1
1680,AZD1775,PD325901,A427,21.85626393,4,1
1681,AZD1775,PD325901,CAOV3,21.00331807,4,1
1687,AZD1775,PD325901,HT144,22.54632447,4,1
1690,AZD1775,PD325901,LNCAP,-22.34432496,4,0
1701,AZD1775,PD325901,OVCAR3,23.29676448,4,1
1703,AZD1775,PD325901,RKO,24.39642072,4,1
1712,AZD1775,PD325901,UWB1289,98.87860425,4,1
1733,AZD1775,SN-38,NCIH1650,21.22512843,0,1
1734,AZD1775,SN-38,NCIH2122,-80.17199576,0,0
1740,AZD1775,SN-38,OVCAR3,66.72317518,0,1
1741,AZD1775,SN-38,PA1,21.1544437,0,1
1742,AZD1775,SN-38,RKO,-11.98206191,0,0
1749,AZD1775,SN-38,T47D,-18.69047823,0,0
1751,AZD1775,SN-38,UWB1289,58.97709162,0,1
1774,AZD1775,SORAFENIB,NCIH23,-10.55821782,1,0
1779,AZD1775,SORAFENIB,OVCAR3,-17.3878998,1,0
1792,AZD1775,SORAFENIB,VCAP,-20.82927107,1,0
1793,AZD1775,SORAFENIB,ZR751,-15.88240417,1,0
1807,AZD1775,TOPOTECAN,LNCAP,-94.59775759,3,0
1814,AZD1775,TOPOTECAN,NCIH460,-17.06965137,3,0
1818,AZD1775,TOPOTECAN,OVCAR3,40.6440856,3,1
1823,AZD1775,TOPOTECAN,SKMES1,-11.42575829,3,0
1838,BEZ-235,DINACICLIB,COLO320DM,28.29835933,0,1
1846,BEZ-235,DINACICLIB,LNCAP,23.10043252,0,1
1863,BEZ-235,DINACICLIB,SKOV3,-15.47790974,0,0
1866,BEZ-235,DINACICLIB,T47D,90.99144315,0,1
1872,BEZ-235,MK-8776,A2058,65.61573897,2,1
1873,BEZ-235,MK-8776,A2780,29.54217132,2,1
1874,BEZ-235,MK-8776,A375,84.87796409,2,1
1875,BEZ-235,MK-8776,A427,36.46922909,2,1
1876,BEZ-235,MK-8776,CAOV3,37.37857369,2,1
1877,BEZ-235,MK-8776,COLO320DM,20.16059975,2,1
1880,BEZ-235,MK-8776,ES2,43.08752858,2,1
1881,BEZ-235,MK-8776,HCT116,24.48141098,2,1
1882,BEZ-235,MK-8776,HT144,-140.3657077,2,0
1883,BEZ-235,MK-8776,HT29,29.98637422,2,1
1885,BEZ-235,MK-8776,LNCAP,-109.2773148,2,0
1886,BEZ-235,MK-8776,LOVO,22.42661342,2,1
1887,BEZ-235,MK-8776,MDAMB436,36.99710833,2,1
1888,BEZ-235,MK-8776,MSTO,23.47580691,2,1
1892,BEZ-235,MK-8776,NCIH460,41.27199381,2,1
1893,BEZ-235,MK-8776,NCIH520,22.6156485,2,1
1894,BEZ-235,MK-8776,OCUBM,22.78048997,2,1
1897,BEZ-235,MK-8776,PA1,28.80762531,2,1
1898,BEZ-235,MK-8776,RKO,67.46701741,2,1
1900,BEZ-235,MK-8776,SKMEL30,39.1988903,2,1
1904,BEZ-235,MK-8776,SW837,-166.377562,2,0
1905,BEZ-235,MK-8776,T47D,103.9669876,2,1
1906,BEZ-235,MK-8776,UACC62,25.67113205,2,1
1907,BEZ-235,MK-8776,UWB1289,-17.58187181,2,0
1908,BEZ-235,MK-8776,UWB1289BRCA1,-18.52757591,2,0
1909,BEZ-235,MK-8776,VCAP,27.20109148,2,1
1911,BEZ-235,OXALIPLATIN,A2058,21.65041086,3,1
1923,BEZ-235,OXALIPLATIN,KPL1,25.76991298,3,1
1924,BEZ-235,OXALIPLATIN,LNCAP,26.38274607,3,1
1926,BEZ-235,OXALIPLATIN,MDAMB436,21.49017978,3,1
1939,BEZ-235,OXALIPLATIN,SKMEL30,20.91797164,3,1
1944,BEZ-235,OXALIPLATIN,T47D,87.76943271,3,1
1952,BEZ-235,SN-38,A375,29.91150099,4,1
1955,BEZ-235,SN-38,COLO320DM,27.15245122,4,1
1956,BEZ-235,SN-38,DLD1,23.69585361,4,1
1960,BEZ-235,SN-38,HT144,28.44695134,4,1
1962,BEZ-235,SN-38,KPL1,30.14680216,4,1
1963,BEZ-235,SN-38,LNCAP,82.50811929,4,1
1965,BEZ-235,SN-38,MDAMB436,20.69512266,4,1
1966,BEZ-235,SN-38,MSTO,22.36229625,4,1
1970,BEZ-235,SN-38,NCIH460,39.22686474,4,1
1971,BEZ-235,SN-38,NCIH520,23.76332807,4,1
1974,BEZ-235,SN-38,OVCAR3,20.49194585,4,1
1978,BEZ-235,SN-38,SKMEL30,22.03630487,4,1
1979,BEZ-235,SN-38,SKMES1,24.81227003,4,1
1983,BEZ-235,SN-38,T47D,33.15341607,4,1
1986,BEZ-235,SN-38,UWB1289BRCA1,28.1810776,4,1
1987,BEZ-235,SN-38,VCAP,20.2200498,4,1
1988,BEZ-235,SN-38,ZR751,23.48443944,4,1
1992,BEZ-235,SORAFENIB,A427,20.93287603,1,1
1998,BEZ-235,SORAFENIB,HCT116,22.02832984,1,1
2002,BEZ-235,SORAFENIB,LNCAP,22.33933886,1,1
2022,BEZ-235,SORAFENIB,T47D,36.98789056,1,1
2032,BORTEZOMIB,ABT-888,CAOV3,28.91084263,2,1
2033,BORTEZOMIB,ABT-888,COLO320DM,-13.57683179,2,0
2039,BORTEZOMIB,ABT-888,HT29,-15.42171027,2,0
2045,BORTEZOMIB,ABT-888,NCIH1650,-11.33553539,2,0
2049,BORTEZOMIB,ABT-888,NCIH520,-21.12397099,2,0
2060,BORTEZOMIB,ABT-888,SW837,-11.22651581,2,0
2061,BORTEZOMIB,ABT-888,T47D,-18.76073137,2,0
2063,BORTEZOMIB,ABT-888,UWB1289,-11.61664795,2,0
2066,BORTEZOMIB,ABT-888,ZR751,-21.03920298,2,0
2069,BORTEZOMIB,BEZ-235,A375,20.49768574,2,1
2080,BORTEZOMIB,BEZ-235,LNCAP,71.13581489,2,1
2081,BORTEZOMIB,BEZ-235,LOVO,21.58994155,2,1
2083,BORTEZOMIB,BEZ-235,MSTO,72.65026596,2,1
2084,BORTEZOMIB,BEZ-235,NCIH1650,-11.10806125,2,0
2087,BORTEZOMIB,BEZ-235,NCIH460,21.67089907,2,1
2088,BORTEZOMIB,BEZ-235,NCIH520,-20.11544403,2,0
2099,BORTEZOMIB,BEZ-235,SW837,27.78943825,2,1
2100,BORTEZOMIB,BEZ-235,T47D,87.02122222,2,1
2102,BORTEZOMIB,BEZ-235,UWB1289,-11.45222996,2,0
2106,BORTEZOMIB,DASATINIB,A2058,21.6596544,2,1
2107,BORTEZOMIB,DASATINIB,A2780,27.35302788,2,1
2108,BORTEZOMIB,DASATINIB,A375,24.4102755,2,1
2111,BORTEZOMIB,DASATINIB,COLO320DM,-11.53186418,2,0
2113,BORTEZOMIB,DASATINIB,EFM192B,20.73739241,2,1
2116,BORTEZOMIB,DASATINIB,HT144,-13.58574463,2,0
2118,BORTEZOMIB,DASATINIB,KPL1,28.20252476,2,1
2119,BORTEZOMIB,DASATINIB,LNCAP,-24.84117669,2,0
2120,BORTEZOMIB,DASATINIB,LOVO,38.26264078,2,1
2122,BORTEZOMIB,DASATINIB,MSTO,101.8360377,2,1
2124,BORTEZOMIB,DASATINIB,NCIH2122,-44.78519575,2,0
2125,BORTEZOMIB,DASATINIB,NCIH23,-203.7000358,2,0
2126,BORTEZOMIB,DASATINIB,NCIH460,36.82935113,2,1
2129,BORTEZOMIB,DASATINIB,OV90,-12.67982596,2,0
2130,BORTEZOMIB,DASATINIB,OVCAR3,25.33053402,2,1
2134,BORTEZOMIB,DASATINIB,SKMEL30,-11.63233672,2,0
2135,BORTEZOMIB,DASATINIB,SKMES1,-10.15485192,2,0
2136,BORTEZOMIB,DASATINIB,SKOV3,-16.71126553,2,0
2137,BORTEZOMIB,DASATINIB,SW620,20.41344681,2,1
2138,BORTEZOMIB,DASATINIB,SW837,26.88470633,2,1
2141,BORTEZOMIB,DASATINIB,UWB1289,-17.29039914,2,0
2144,BORTEZOMIB,DASATINIB,ZR751,39.53908878,2,1
2145,BORTEZOMIB,DINACICLIB,A2058,-20.0646923,1,0
2146,BORTEZOMIB,DINACICLIB,A2780,-27.63468162,1,0
2148,BORTEZOMIB,DINACICLIB,A427,-13.08659913,1,0
2149,BORTEZOMIB,DINACICLIB,CAOV3,-23.1522558,1,0
2150,BORTEZOMIB,DINACICLIB,COLO320DM,-35.61378794,1,0
2152,BORTEZOMIB,DINACICLIB,EFM192B,-17.77242153,1,0
2153,BORTEZOMIB,DINACICLIB,ES2,-29.55305764,1,0
2154,BORTEZOMIB,DINACICLIB,HCT116,-23.24848597,1,0
2155,BORTEZOMIB,DINACICLIB,HT144,-18.78198328,1,0
2156,BORTEZOMIB,DINACICLIB,HT29,-20.60522746,1,0
2158,BORTEZOMIB,DINACICLIB,LNCAP,-10.75062215,1,0
2159,BORTEZOMIB,DINACICLIB,LOVO,-16.74289563,1,0
2160,BORTEZOMIB,DINACICLIB,MDAMB436,-21.86566212,1,0
2161,BORTEZOMIB,DINACICLIB,MSTO,-10.37374052,1,0
2162,BORTEZOMIB,DINACICLIB,NCIH1650,-36.35803272,1,0
2163,BORTEZOMIB,DINACICLIB,NCIH2122,-25.36699326,1,0
2164,BORTEZOMIB,DINACICLIB,NCIH23,-21.38269258,1,0
2165,BORTEZOMIB,DINACICLIB,NCIH460,-24.29165293,1,0
2166,BORTEZOMIB,DINACICLIB,NCIH520,-42.04754365,1,0
2168,BORTEZOMIB,DINACICLIB,OV90,-28.66736455,1,0
2169,BORTEZOMIB,DINACICLIB,OVCAR3,-29.3334622,1,0
2170,BORTEZOMIB,DINACICLIB,PA1,-17.48055749,1,0
2171,BORTEZOMIB,DINACICLIB,RKO,-17.38781674,1,0
2172,BORTEZOMIB,DINACICLIB,RPMI7951,-10.20828102,1,0
2173,BORTEZOMIB,DINACICLIB,SKMEL30,-11.61182111,1,0
2174,BORTEZOMIB,DINACICLIB,SKMES1,-33.42437027,1,0
2175,BORTEZOMIB,DINACICLIB,SKOV3,-32.0419469,1,0
2176,BORTEZOMIB,DINACICLIB,SW620,-17.56227003,1,0
2177,BORTEZOMIB,DINACICLIB,SW837,-33.78299517,1,0
2178,BORTEZOMIB,DINACICLIB,T47D,-30.84448292,1,0
2179,BORTEZOMIB,DINACICLIB,UACC62,-20.94367758,1,0
2180,BORTEZOMIB,DINACICLIB,UWB1289,-38.93730384,1,0
2181,BORTEZOMIB,DINACICLIB,UWB1289BRCA1,-21.87318412,1,0
2182,BORTEZOMIB,DINACICLIB,VCAP,-21.60681736,1,0
2183,BORTEZOMIB,DINACICLIB,ZR751,-28.27517706,1,0
2184,BORTEZOMIB,GELDANAMYCIN,A2058,-12.34475241,4,0
2185,BORTEZOMIB,GELDANAMYCIN,A2780,-17.02476713,4,0
2188,BORTEZOMIB,GELDANAMYCIN,CAOV3,-20.85491468,4,0
2191,BORTEZOMIB,GELDANAMYCIN,EFM192B,-15.58675869,4,0
2194,BORTEZOMIB,GELDANAMYCIN,HT144,-13.74556196,4,0
2195,BORTEZOMIB,GELDANAMYCIN,HT29,-30.91418954,4,0
2196,BORTEZOMIB,GELDANAMYCIN,KPL1,-13.38945178,4,0
2200,BORTEZOMIB,GELDANAMYCIN,MSTO,50.83693548,4,1
2201,BORTEZOMIB,GELDANAMYCIN,NCIH1650,-35.69315773,4,0
2202,BORTEZOMIB,GELDANAMYCIN,NCIH2122,-25.06318521,4,0
2203,BORTEZOMIB,GELDANAMYCIN,NCIH23,-41.08430335,4,0
2204,BORTEZOMIB,GELDANAMYCIN,NCIH460,-19.40727362,4,0
2205,BORTEZOMIB,GELDANAMYCIN,NCIH520,-56.43622674,4,0
2207,BORTEZOMIB,GELDANAMYCIN,OV90,-24.82392367,4,0
2208,BORTEZOMIB,GELDANAMYCIN,OVCAR3,-36.85741473,4,0
2213,BORTEZOMIB,GELDANAMYCIN,SKMES1,-35.14950673,4,0
2215,BORTEZOMIB,GELDANAMYCIN,SW620,-20.84675917,4,0
2216,BORTEZOMIB,GELDANAMYCIN,SW837,-33.36509163,4,0
2217,BORTEZOMIB,GELDANAMYCIN,T47D,-54.25105653,4,0
2218,BORTEZOMIB,GELDANAMYCIN,UACC62,-45.52184568,4,0
2219,BORTEZOMIB,GELDANAMYCIN,UWB1289,-55.58412712,4,0
2220,BORTEZOMIB,GELDANAMYCIN,UWB1289BRCA1,-28.52349051,4,0
2222,BORTEZOMIB,GELDANAMYCIN,ZR751,-65.75981373,4,0
2225,BORTEZOMIB,MK-8669,A375,-23.32659332,1,0
2228,BORTEZOMIB,MK-8669,COLO320DM,-17.34464319,1,0
2233,BORTEZOMIB,MK-8669,HT144,-11.57656028,1,0
2234,BORTEZOMIB,MK-8669,HT29,-16.90233122,1,0
2235,BORTEZOMIB,MK-8669,KPL1,34.40381568,1,1
2237,BORTEZOMIB,MK-8669,LOVO,20.47515367,1,1
2239,BORTEZOMIB,MK-8669,MSTO,114.1798682,1,1
2240,BORTEZOMIB,MK-8669,NCIH1650,-12.13689924,1,0
2241,BORTEZOMIB,MK-8669,NCIH2122,37.59401095,1,1
2244,BORTEZOMIB,MK-8669,NCIH520,-26.76576926,1,0
2252,BORTEZOMIB,MK-8669,SKMES1,-13.9048135,1,0
2256,BORTEZOMIB,MK-8669,T47D,-11.06971667,1,0
2257,BORTEZOMIB,MK-8669,UACC62,-13.51387453,1,0
2258,BORTEZOMIB,MK-8669,UWB1289,-15.07240688,1,0
2263,BORTEZOMIB,MK-8776,A2780,-12.22617953,3,0
2266,BORTEZOMIB,MK-8776,CAOV3,-15.75781949,3,0
2267,BORTEZOMIB,MK-8776,COLO320DM,-29.64125734,3,0
2270,BORTEZOMIB,MK-8776,ES2,-33.73188195,3,0
2272,BORTEZOMIB,MK-8776,HT144,-167.5247327,3,0
2273,BORTEZOMIB,MK-8776,HT29,-18.4238796,3,0
2275,BORTEZOMIB,MK-8776,LNCAP,-181.2876039,3,0
2278,BORTEZOMIB,MK-8776,MSTO,25.58225158,3,1
2279,BORTEZOMIB,MK-8776,NCIH1650,-22.29307766,3,0
2280,BORTEZOMIB,MK-8776,NCIH2122,-44.45731987,3,0
2281,BORTEZOMIB,MK-8776,NCIH23,-18.10129902,3,0
2283,BORTEZOMIB,MK-8776,NCIH520,-26.96549692,3,0
2285,BORTEZOMIB,MK-8776,OV90,-15.86483071,3,0
2286,BORTEZOMIB,MK-8776,OVCAR3,-15.33051891,3,0
2289,BORTEZOMIB,MK-8776,RPMI7951,-22.10843367,3,0
2290,BORTEZOMIB,MK-8776,SKMEL30,-11.38392655,3,0
2291,BORTEZOMIB,MK-8776,SKMES1,-29.32207731,3,0
2292,BORTEZOMIB,MK-8776,SKOV3,-16.16944838,3,0
2294,BORTEZOMIB,MK-8776,SW837,-194.361426,3,0
2296,BORTEZOMIB,MK-8776,UACC62,-14.22081134,3,0
2297,BORTEZOMIB,MK-8776,UWB1289,-26.30370985,3,0
2298,BORTEZOMIB,MK-8776,UWB1289BRCA1,-30.67570713,3,0
2300,BORTEZOMIB,MK-8776,ZR751,-25.92906309,3,0
2302,BORTEZOMIB,OXALIPLATIN,A2780,-17.15707226,2,0
2303,BORTEZOMIB,OXALIPLATIN,A375,-14.39687901,2,0
2304,BORTEZOMIB,OXALIPLATIN,A427,-20.66192282,2,0
2305,BORTEZOMIB,OXALIPLATIN,CAOV3,-35.32046491,2,0
2308,BORTEZOMIB,OXALIPLATIN,EFM192B,-10.91323151,2,0
2309,BORTEZOMIB,OXALIPLATIN,ES2,-18.17370489,2,0
2314,BORTEZOMIB,OXALIPLATIN,LNCAP,-38.45014756,2,0
2315,BORTEZOMIB,OXALIPLATIN,LOVO,-12.43250146,2,0
2317,BORTEZOMIB,OXALIPLATIN,MSTO,57.34722023,2,1
2318,BORTEZOMIB,OXALIPLATIN,NCIH1650,-19.20901352,2,0
2320,BORTEZOMIB,OXALIPLATIN,NCIH23,-16.01517651,2,0
2321,BORTEZOMIB,OXALIPLATIN,NCIH460,-32.03863619,2,0
2322,BORTEZOMIB,OXALIPLATIN,NCIH520,-25.48082813,2,0
2324,BORTEZOMIB,OXALIPLATIN,OV90,-21.923979,2,0
2326,BORTEZOMIB,OXALIPLATIN,PA1,-32.6864961,2,0
2328,BORTEZOMIB,OXALIPLATIN,RPMI7951,-26.00293045,2,0
2330,BORTEZOMIB,OXALIPLATIN,SKMES1,-34.93898042,2,0
2334,BORTEZOMIB,OXALIPLATIN,T47D,-37.74654365,2,0
2335,BORTEZOMIB,OXALIPLATIN,UACC62,-10.81822536,2,0
2336,BORTEZOMIB,OXALIPLATIN,UWB1289,-20.78255547,2,0
2339,BORTEZOMIB,OXALIPLATIN,ZR751,-30.64873194,2,0
2340,BORTEZOMIB,SN-38,A2058,28.09286244,2,1
2341,BORTEZOMIB,SN-38,A2780,-22.74125359,2,0
2342,BORTEZOMIB,SN-38,A375,26.75478809,2,1
2344,BORTEZOMIB,SN-38,CAOV3,-36.21089519,2,0
2348,BORTEZOMIB,SN-38,ES2,-27.17578999,2,0
2351,BORTEZOMIB,SN-38,HT29,-22.62474929,2,0
2356,BORTEZOMIB,SN-38,MSTO,64.75092073,2,1
2357,BORTEZOMIB,SN-38,NCIH1650,-17.35480308,2,0
2361,BORTEZOMIB,SN-38,NCIH520,-36.06637464,2,0
2363,BORTEZOMIB,SN-38,OV90,-23.92654268,2,0
2365,BORTEZOMIB,SN-38,PA1,-22.38778664,2,0
2367,BORTEZOMIB,SN-38,RPMI7951,-14.95782149,2,0
2368,BORTEZOMIB,SN-38,SKMEL30,-13.02435125,2,0
2369,BORTEZOMIB,SN-38,SKMES1,-10.95026714,2,0
2370,BORTEZOMIB,SN-38,SKOV3,-11.00320161,2,0
2373,BORTEZOMIB,SN-38,T47D,-11.05282061,2,0
2374,BORTEZOMIB,SN-38,UACC62,-12.11596686,2,0
2375,BORTEZOMIB,SN-38,UWB1289,-23.34921213,2,0
2383,BORTEZOMIB,SORAFENIB,CAOV3,-32.20388168,1,0
2384,BORTEZOMIB,SORAFENIB,COLO320DM,-19.26735704,1,0
2386,BORTEZOMIB,SORAFENIB,EFM192B,-11.9380773,1,0
2387,BORTEZOMIB,SORAFENIB,ES2,-23.74510742,1,0
2390,BORTEZOMIB,SORAFENIB,HT29,-14.24369719,1,0
2393,BORTEZOMIB,SORAFENIB,LOVO,-12.18622651,1,0
2394,BORTEZOMIB,SORAFENIB,MDAMB436,-16.92885239,1,0
2395,BORTEZOMIB,SORAFENIB,MSTO,-20.90589063,1,0
2396,BORTEZOMIB,SORAFENIB,NCIH1650,-11.89760523,1,0
2397,BORTEZOMIB,SORAFENIB,NCIH2122,-14.79454224,1,0
2398,BORTEZOMIB,SORAFENIB,NCIH23,-10.49909452,1,0
2400,BORTEZOMIB,SORAFENIB,NCIH520,-21.3325054,1,0
2402,BORTEZOMIB,SORAFENIB,OV90,-12.67239461,1,0
2403,BORTEZOMIB,SORAFENIB,OVCAR3,-27.50875818,1,0
2404,BORTEZOMIB,SORAFENIB,PA1,-10.66376469,1,0
2406,BORTEZOMIB,SORAFENIB,RPMI7951,-20.15788074,1,0
2408,BORTEZOMIB,SORAFENIB,SKMES1,-18.67537574,1,0
2413,BORTEZOMIB,SORAFENIB,UACC62,-11.40104496,1,0
2416,BORTEZOMIB,SORAFENIB,VCAP,-20.68077486,1,0
2417,BORTEZOMIB,SORAFENIB,ZR751,-27.04694572,1,0
2418,BORTEZOMIB,TOPOTECAN,A2058,-12.18818438,3,0
2420,BORTEZOMIB,TOPOTECAN,A375,-52.78331514,3,0
2423,BORTEZOMIB,TOPOTECAN,COLO320DM,-11.96534425,3,0
2425,BORTEZOMIB,TOPOTECAN,EFM192B,-23.44329872,3,0
2426,BORTEZOMIB,TOPOTECAN,ES2,-21.45833034,3,0
2429,BORTEZOMIB,TOPOTECAN,HT29,-18.18157992,3,0
2431,BORTEZOMIB,TOPOTECAN,LNCAP,-16.8464289,3,0
2434,BORTEZOMIB,TOPOTECAN,MSTO,21.76637409,3,1
2435,BORTEZOMIB,TOPOTECAN,NCIH1650,-37.35306375,3,0
2437,BORTEZOMIB,TOPOTECAN,NCIH23,-17.17711556,3,0
2438,BORTEZOMIB,TOPOTECAN,NCIH460,-33.81974983,3,0
2439,BORTEZOMIB,TOPOTECAN,NCIH520,-22.45005136,3,0
2441,BORTEZOMIB,TOPOTECAN,OV90,-12.20427248,3,0
2442,BORTEZOMIB,TOPOTECAN,OVCAR3,-15.35002177,3,0
2443,BORTEZOMIB,TOPOTECAN,PA1,-13.78759597,3,0
2447,BORTEZOMIB,TOPOTECAN,SKMES1,-28.94272555,3,0
2448,BORTEZOMIB,TOPOTECAN,SKOV3,-10.78558961,3,0
2455,BORTEZOMIB,TOPOTECAN,VCAP,-13.31920317,3,0
2456,BORTEZOMIB,TOPOTECAN,ZR751,-22.41353036,3,0
2470,CARBOPLATIN,ABT-888,LNCAP,-27.49041399,1,0
2479,CARBOPLATIN,ABT-888,OCUBM,39.46694008,1,1
2481,CARBOPLATIN,ABT-888,OVCAR3,-14.53498044,1,0
2483,CARBOPLATIN,ABT-888,RKO,30.1128109,1,1
2484,CARBOPLATIN,ABT-888,RPMI7951,-12.84212961,1,0
2490,CARBOPLATIN,ABT-888,T47D,-72.75826409,1,0
2493,CARBOPLATIN,ABT-888,UWB1289BRCA1,-10.63142524,1,0
2513,CARBOPLATIN,AZD1775,NCIH1650,20.60543285,0,1
2520,CARBOPLATIN,AZD1775,OVCAR3,43.82447818,0,1
2531,CARBOPLATIN,AZD1775,UWB1289,70.15141306,0,1
2536,CARBOPLATIN,BEZ-235,A2780,22.40667404,2,1
2537,CARBOPLATIN,BEZ-235,A375,61.59260176,2,1
2539,CARBOPLATIN,BEZ-235,CAOV3,26.17423208,2,1
2540,CARBOPLATIN,BEZ-235,COLO320DM,27.94712378,2,1
2541,CARBOPLATIN,BEZ-235,DLD1,25.00519336,2,1
2544,CARBOPLATIN,BEZ-235,HCT116,35.44634659,2,1
2545,CARBOPLATIN,BEZ-235,HT144,26.63108275,2,1
2546,CARBOPLATIN,BEZ-235,HT29,33.24999869,2,1
2547,CARBOPLATIN,BEZ-235,KPL1,28.41849182,2,1
2548,CARBOPLATIN,BEZ-235,LNCAP,51.33644168,2,1
2549,CARBOPLATIN,BEZ-235,LOVO,30.01072674,2,1
2550,CARBOPLATIN,BEZ-235,MDAMB436,29.03134626,2,1
2552,CARBOPLATIN,BEZ-235,NCIH1650,29.91315518,2,1
2554,CARBOPLATIN,BEZ-235,NCIH23,42.18142697,2,1
2555,CARBOPLATIN,BEZ-235,NCIH460,62.99607998,2,1
2556,CARBOPLATIN,BEZ-235,NCIH520,27.23991968,2,1
2558,CARBOPLATIN,BEZ-235,OV90,26.44910871,2,1
2561,CARBOPLATIN,BEZ-235,RKO,21.67941966,2,1
2563,CARBOPLATIN,BEZ-235,SKMEL30,34.989681,2,1
2567,CARBOPLATIN,BEZ-235,SW837,27.21217509,2,1
2568,CARBOPLATIN,BEZ-235,T47D,107.9732847,2,1
2569,CARBOPLATIN,BEZ-235,UACC62,30.80556593,2,1
2571,CARBOPLATIN,BEZ-235,UWB1289BRCA1,22.74065263,2,1
2572,CARBOPLATIN,BEZ-235,VCAP,26.95615883,2,1
2574,CARBOPLATIN,BORTEZOMIB,A2058,-15.81349783,1,0
2575,CARBOPLATIN,BORTEZOMIB,A2780,-18.20108583,1,0
2576,CARBOPLATIN,BORTEZOMIB,A375,27.07714957,1,1
2578,CARBOPLATIN,BORTEZOMIB,CAOV3,-43.53796854,1,0
2581,CARBOPLATIN,BORTEZOMIB,EFM192B,-15.8477608,1,0
2582,CARBOPLATIN,BORTEZOMIB,ES2,-15.74418934,1,0
2583,CARBOPLATIN,BORTEZOMIB,HCT116,22.66750473,1,1
2585,CARBOPLATIN,BORTEZOMIB,HT29,-14.87691148,1,0
2587,CARBOPLATIN,BORTEZOMIB,LNCAP,-37.4313717,1,0
2590,CARBOPLATIN,BORTEZOMIB,MSTO,61.6441241,1,1
2591,CARBOPLATIN,BORTEZOMIB,NCIH1650,-19.43807637,1,0
2592,CARBOPLATIN,BORTEZOMIB,NCIH2122,21.12136217,1,1
2593,CARBOPLATIN,BORTEZOMIB,NCIH23,-13.66824762,1,0
2595,CARBOPLATIN,BORTEZOMIB,NCIH520,-33.80801207,1,0
2598,CARBOPLATIN,BORTEZOMIB,OVCAR3,-19.53073488,1,0
2599,CARBOPLATIN,BORTEZOMIB,PA1,-26.80019025,1,0
2600,CARBOPLATIN,BORTEZOMIB,RKO,23.93071456,1,1
2601,CARBOPLATIN,BORTEZOMIB,RPMI7951,-20.36941743,1,0
2603,CARBOPLATIN,BORTEZOMIB,SKMES1,-20.60228195,1,0
2604,CARBOPLATIN,BORTEZOMIB,SKOV3,-19.2884252,1,0
2607,CARBOPLATIN,BORTEZOMIB,T47D,-49.58871529,1,0
2608,CARBOPLATIN,BORTEZOMIB,UACC62,-10.78724735,1,0
2609,CARBOPLATIN,BORTEZOMIB,UWB1289,-36.03757421,1,0
2610,CARBOPLATIN,BORTEZOMIB,UWB1289BRCA1,-10.43453137,1,0
2611,CARBOPLATIN,BORTEZOMIB,VCAP,-10.81324567,1,0
2612,CARBOPLATIN,BORTEZOMIB,ZR751,30.4483021,1,1
2613,CARBOPLATIN,DASATINIB,A2058,36.55631235,0,1
2614,CARBOPLATIN,DASATINIB,A2780,63.0464369,0,1
2616,CARBOPLATIN,DASATINIB,A427,32.28492491,0,1
2617,CARBOPLATIN,DASATINIB,CAOV3,27.89095269,0,1
2620,CARBOPLATIN,DASATINIB,EFM192B,26.30049775,0,1
2622,CARBOPLATIN,DASATINIB,HCT116,-31.47329527,0,0
2623,CARBOPLATIN,DASATINIB,HT144,-29.28648393,0,0
2627,CARBOPLATIN,DASATINIB,LOVO,42.00388849,0,1
2628,CARBOPLATIN,DASATINIB,MDAMB436,22.76505079,0,1
2629,CARBOPLATIN,DASATINIB,MSTO,57.59637034,0,1
2630,CARBOPLATIN,DASATINIB,NCIH1650,31.87699816,0,1
2631,CARBOPLATIN,DASATINIB,NCIH2122,-68.82801598,0,0
2634,CARBOPLATIN,DASATINIB,NCIH520,37.28491173,0,1
